first_name,last_name,birth_date
Tristan,England,1955-04-03
Chinho,Stentiford,1952-02-08
Ronnie,Highland,1953-01-09
Mingzeng,Litzler,1954-03-15
Deborah,Schiper,1955-04-18
Pranay,Coullard,1954-01-13
Hidekazu,Mawatari,1954-02-13
Guadalupe,Lally,1954-06-21
Inderjeet,Giarratana,1952-03-07
Kiyotoshi,Eldridge,1952-03-31
Babette,Poulakidas,1953-09-20
Tse,Bahr,1953-10-22
Tommaso,Reinhart,1953-08-04
Jaber,Shokrollahi,1955-04-18
Bodh,Ranka,1955-04-18
Jolita,Itzigehl,1955-07-11
Shuji,Veevers,1953-02-11
Fatemeh,Collette,1955-09-03
Muneo,Nanard,1952-06-26
Kyoichi,Bage,1954-12-21
Lein,Billawala,1953-01-14
Doohun,Beerel,1952-07-11
Suvo,Hopewell,1953-07-01
Xuedong,Kleiser,1954-04-26
Izaskun,Trachtenberg,1952-10-15
Suzette,Swist,1955-07-15
Adil,Stamatiou,1955-01-22
Yannik,Heemskerk,1953-08-25
Makato,Kobara,1952-07-25
Fun,Angel,1955-11-15
Aron,Rajaraman,1952-11-30
Jiong,Vadhan,1953-11-19
Aamer,Talmor,1955-02-10
Mizuhito,Loncour,1953-03-02
Aleksander,Perz,1952-03-12
Yechezkel,Khamsi,1955-05-27
Bernardo,Gyimothy,1953-11-26
Mona,Carrere,1955-07-20
Hugo,Sluis,1952-03-08
Adil,Gyorkos,1955-01-11
Hideyuki,Lanzelotte,1953-03-05
Along,Menhardt,1952-06-03
Geraldo,Lukaszewicz,1952-12-16
Lenore,Tomescu,1954-09-21
Horward,Georgatos,1953-06-22
Shuichi,Fendler,1954-01-26
Jayesh,Backhouse,1953-05-06
Sachem,Bonifati,1954-01-25
Wilmer,Lores,1955-01-25
Rosalyn,Gill,1954-08-29
Miquel,Lagarias,1954-03-28
Arco,Baer,1954-02-06
Georgi,Schonegge,1952-07-10
Chriss,Driscoll,1954-11-30
Christoph,Brickell,1952-07-21
Przemyslawa,Schlumberger,1953-06-21
Shigehiro,Hofting,1955-03-14
Huan,Belinskaya,1952-08-07
Sedat,Thimonier,1953-07-21
Frazer,Kolinko,1954-04-10
Kish,Ducloy,1952-04-01
Danai,Cannata,1955-11-24
Stafford,Ibel,1954-07-04
Neven,Openshaw,1952-05-02
Hercules,Ginesta,1953-03-16
Berry,Ishibashi,1953-10-24
Toshiko,Picht,1953-01-15
Zeljko,Riefers,1954-12-30
Eckart,Denti,1954-04-22
Moto,Atchley,1953-08-15
Gen,Unno,1954-02-04
Hiroyasu,Roohalamini,1955-05-08
Kwangho,Ulupinar,1953-09-11
Cullen,Serre,1952-02-16
Matt,Kroll,1952-12-07
Nishit,Gerlach,1953-01-05
Mayuri,Harnett,1953-03-03
Rosli,Varley,1952-06-25
Aiichiro,Alpin,1955-02-07
Girolamo,Nergos,1955-01-20
Yoshinari,Marchesini,1954-03-22
Jiakeng,Zallocco,1953-09-22
Constantijn,Joslin,1955-10-17
Radoslaw,Collette,1952-04-22
Garnik,Barinka,1954-01-27
Marl,Scharstein,1953-08-16
Hatim,Serot,1952-06-23
Genevieve,Kleiser,1954-06-17
Aleksandar,Conti,1955-01-26
Emran,Schwartzburd,1954-01-22
Abdulah,Jumpertz,1952-05-17
Steve,Thambidurai,1952-12-15
Aram,Trumbly,1953-01-10
Jahangir,Emmerich,1952-03-08
Shmuel,Demeyer,1953-07-14
Kyoichi,Hopewell,1955-02-26
Teiji,Vadhan,1952-10-24
Waiman,Rosen,1954-12-17
Bokyung,Pollock,1954-05-22
Ugo,Lichtner,1954-12-24
Abdelkader,Whitcomb,1954-09-25
Shahab,Suermann,1955-02-15
Mayuri,Plavsic,1953-03-21
Przemyslawa,Zolotykh,1954-07-09
Jolita,Iisaka,1953-11-12
Gal,Baez,1955-06-15
Pranjal,Melichar,1952-03-06
Jinxi,Daescu,1952-11-17
Hidekazu,Pena,1955-05-16
Chaitali,Staudhammer,1955-09-24
Goh,Shackell,1955-11-02
Baruch,Mondadori,1952-02-25
Uriel,Remmele,1955-08-25
Chirstian,Litvinov,1954-11-08
Takahito,Erni,1953-07-29
Kasturi,Sidou,1953-01-04
Babette,Butner,1952-04-25
Ingmar,Sichman,1954-12-26
Brendon,Rosiles,1954-01-12
Christ,Khalil,1954-07-31
Jeane,Vingron,1953-04-16
Wilmer,Michaels,1955-04-15
Chinhyun,Nations,1952-03-19
Bodo,Rosay,1955-11-29
Golgen,Pettit,1952-12-07
Jeanne,Berstel,1955-10-20
Mahendra,Fujisaki,1954-07-25
Breannda,Stavenow,1954-12-04
Magdalena,Figueira,1952-12-05
Przemyslawa,Marciano,1954-10-18
Jiong,Yetto,1955-11-17
Constantine,Schade,1952-12-16
Jaana,Peternell,1955-09-29
Zhonghui,Spataro,1952-08-01
Satyanarayana,Ciolek,1954-09-28
Elzbieta,Awdeh,1955-04-08
Shigehiro,Barbanera,1955-05-11
Nikolaus,Beilner,1952-06-27
JoAnna,Grospietsch,1954-05-18
Salvador,Bednarek,1954-12-07
Achilleas,Vasanthakumar,1953-07-28
Taegyun,Mahmud,1954-06-09
Yinghua,Krohn,1953-08-09
Debaprosad,Vendrig,1953-10-07
Leon,Katiyar,1952-10-08
Dhritiman,Lyonns,1952-02-15
Subir,Salinas,1954-06-09
Adamantios,Luga,1954-09-04
Zhonghua,Markovitch,1953-07-10
Rosalie,Asmuth,1955-03-13
Jacqueline,Munch,1952-07-22
Gurbir,Oxenboll,1954-11-06
Temple,Baak,1953-11-05
Geraldo,Lorcy,1953-03-05
Denny,Luks,1952-06-28
Geoffrey,Kuszyk,1953-06-15
Mohd,Falster,1954-09-11
Marsal,Lorin,1954-06-17
Kayoko,Sidje,1953-06-16
Rajmohan,Fontet,1954-08-28
Hatim,Pramanik,1952-10-21
Xiaoheng,Cappelli,1954-04-14
Kokou,Ramaiah,1953-01-04
Pascal,Bennet,1953-03-11
Moty,Savasere,1955-05-12
Duri,Staylopatis,1954-04-29
Gladys,Thiria,1953-04-11
Ziva,Pero,1952-09-27
Shahaf,Bergere,1952-05-05
Muneo,Terwilliger,1952-05-24
Ibibia,Ulupinar,1954-02-06
Faiza,Stifter,1955-10-10
Suebskul,Rathonyi,1952-09-10
Takanari,Lammel,1952-10-05
Arno,Trystram,1954-02-20
Yoshimitsu,Cmelik,1955-03-26
Xiaoheng,Azadmanesh,1954-11-23
Mabhin,Qiwen,1953-03-27
Billur,Goldhammer,1955-08-31
Vincent,Marwedel,1952-02-08
JoAnne,Couchot,1954-09-16
Haldun,Bharadwaj,1952-11-13
Jaewoo,Skafidas,1955-08-04
Lech,Savasere,1955-02-12
Mong,Douceur,1953-10-10
Aluzio,Otillio,1952-07-15
Jordanka,Orsini,1952-11-26
Leaf,Argence,1955-03-14
Hironobu,Schusler,1953-12-31
Elgin,dAstous,1952-09-06
Marsal,Matzen,1953-06-22
Nishit,Ouhyoung,1952-05-10
Honesty,Acton,1955-02-13
Mari,Brender,1955-01-18
Moss,Peral,1953-04-04
Giap,Roisin,1953-03-22
Berhard,Narwekar,1954-10-06
Ibibia,Gopalakrishnan,1955-05-04
Chikako,Papadias,1952-09-14
Akeel,Peres,1952-10-06
Haldon,Horswill,1953-04-22
Shrikanth,Frezza,1952-02-26
Cheong,Moehrke,1952-12-09
Khalid,Braccini,1952-10-04
Sedat,Cesareni,1954-12-12
Demos,Ranum,1954-03-05
Babette,Luck,1953-01-10
Yishay,Bardell,1952-11-09
Nalini,Zschoche,1955-08-27
Nitsan,Aloisi,1955-04-14
Stabislas,Poulakidas,1954-06-12
Dung,Schiper,1952-05-27
Douadi,Lukaszewicz,1954-05-25
Makato,Bardell,1953-12-07
Khedija,Berendt,1955-03-13
Shaowei,Hertweck,1954-02-20
KayLiang,Turnbull,1954-10-13
Akeno,Rande,1954-11-01
Adil,Reutenauer,1954-03-13
Kiyokazu,Anick,1954-10-08
Leen,Ernst,1952-04-16
Mingzeng,Selenyi,1953-09-03
Prodip,Ariola,1955-06-08
Premal,Birjandi,1952-07-19
Abdelkader,England,1953-02-07
Hongzhu,Hettesheimer,1953-04-24
Kirk,Cullers,1954-10-20
Terresa,Chenney,1955-02-07
Magy,Krohm,1953-01-09
Jasminko,Baba,1955-04-28
Martins,Stavenow,1953-01-22
Jianhua,Trumbly,1952-10-07
Jianhao,Bisiani,1954-05-12
Jagoda,Otillio,1952-06-05
Jaroslava,Nivat,1955-02-27
Jackson,Gecsei,1953-08-27
LiMin,Herbst,1954-06-26
Beshir,Polajnar,1952-07-26
Susanna,Lorin,1952-11-06
Jayson,Passino,1952-05-11
Heekeun,Vuskovic,1953-07-15
Aris,Negoita,1955-01-18
Ottavia,Zolotykh,1954-08-10
Dhritiman,Imataki,1952-11-27
Lunjin,Birsak,1954-03-14
Aram,Syrzycki,1954-06-29
Takanari,Diderrich,1952-07-12
Tsz,Tyugu,1952-03-30
Limsoon,Penttonen,1955-04-29
Basim,Sabnani,1953-04-29
Arvind,Stiles,1955-05-27
Bernd,Trachtenberg,1955-11-15
Junichi,Kading,1955-11-06
Beshir,Furedi,1953-12-11
Zita,Edelhoff,1955-06-30
Sivanarayana,Zielinski,1955-05-17
Masami,Ramsey,1955-10-06
Mohua,Dusink,1955-10-19
Becky,Buescher,1952-08-30
Rosita,Grospietsch,1954-11-19
Tetsurou,Poulakidas,1955-04-21
Khalil,Vilarrasa,1954-11-03
Werner,Lindqvist,1954-06-16
Patricio,Comyn,1955-10-31
Achilleas,Ranai,1954-02-06
Morrie,Zumaque,1953-07-07
Mountaz,Sevcikova,1953-10-17
Padma,Ishibashi,1953-03-25
Etsuo,Gluchowski,1953-09-06
Turgut,Stavenow,1954-03-29
Shichao,Vickson,1954-01-26
Pascal,Bashian,1953-09-03
Guozhong,Berztiss,1955-01-28
Mayuri,Pearson,1952-03-26
Candida,Horswill,1952-08-06
Avishai,Jarecki,1953-11-24
Weicheng,Hatcliff,1954-10-05
Guttorm,Clemencon,1954-03-22
Vasiliy,Tramer,1952-07-10
Khalil,Cappelletti,1954-03-05
Katsuyuki,Orlowska,1954-04-16
Nikolaos,Riefers,1952-08-25
Ennio,Perng,1953-01-28
Ronghao,Schaad,1952-02-01
Jiong,Codenie,1952-05-06
Alper,Andreotta,1952-05-27
Jiang,Szemeredi,1953-07-24
Elzbieta,Kawashima,1953-02-15
Halsur,Serov,1954-11-30
Tse,Ghelli,1952-04-16
JoAnne,Kaminger,1952-05-16
Premsyl,Begiun,1954-12-23
Indrajit,Baik,1955-06-06
Junsik,Onuegbe,1955-08-24
Geoffrey,Ranze,1953-07-02
Reinhard,Cangellaris,1952-07-29
Gio,Reistad,1954-12-01
Ramalingam,Chaudhury,1955-03-14
Shem,Berztiss,1953-03-12
Matt,Veeraraghavan,1954-08-23
Candido,Provine,1955-09-15
Owen,Heping,1955-04-19
Taizo,Liesche,1952-12-29
Vincent,Liesche,1953-07-21
Fumiyo,Birch,1953-03-02
Hatsukazu,Domenig,1955-12-31
Tua,Hoogerwoord,1954-04-14
Fan,Birrer,1952-05-04
Jovan,Sankaranarayanan,1954-05-11
Sanjay,Kalefeld,1954-03-15
Herb,Daescu,1955-06-27
Eberhardt,Iwayama,1952-04-04
Anneli,Fiebach,1955-04-05
Bernardo,Isaac,1952-06-10
Yannik,Bierbaum,1955-10-10
Fei,Morrin,1952-10-02
Pasqua,Fargier,1954-03-10
Lihong,Baranowski,1955-05-04
Xiadong,Gischer,1952-03-27
Jiakeng,Rosiles,1955-03-27
Pramod,Oaver,1952-06-28
Manohar,Kushnir,1955-11-24
Otmar,Castellani,1955-07-26
Pohua,Dechter,1955-10-23
Jiang,Dalton,1954-02-06
Elgin,Rajala,1955-10-16
Ingemar,Francisci,1952-08-06
Kendra,Schaad,1953-05-10
Gudjon,Straney,1954-05-27
Constantijn,Luef,1954-08-03
Caolyn,Baaz,1954-10-11
Van,Huxford,1953-03-31
Toong,Solovay,1954-04-18
Seongbin,Steenbeek,1952-06-27
Irene,Rassart,1955-03-16
Mariusz,Reeken,1953-04-04
Owen,Kornatzky,1955-11-01
Amabile,Radhakrishnan,1953-04-19
Marjo,Prochazka,1955-08-27
Chaosheng,Choobineh,1954-01-28
Filipe,Srimani,1953-08-26
Ekawit,Eppinger,1953-07-30
Qiwen,Leslie,1954-07-15
Leen,Conti,1954-11-30
Renee,Krohn,1955-09-01
Subhrajyoti,Undy,1954-09-02
Lein,Baca,1953-06-25
Fumiyo,Vakili,1955-09-17
Florina,Steinauer,1955-06-30
Oksana,Karnin,1952-03-13
Fumiyo,Peroz,1955-09-27
Koldo,Burnard,1952-03-20
Mikhail,Socorro,1952-11-01
Clyde,Iacovou,1952-08-25
Wojceich,Besselaar,1954-04-09
Neven,Ghazalie,1955-10-21
Adib,Rothe,1954-11-10
Adil,Nittel,1954-03-20
Toshiki,Schicker,1955-09-15
Edwin,Merks,1955-01-19
Perry,Sullins,1955-05-09
Radhia,Vuskovic,1955-07-22
Lucian,Rathonyi,1953-06-27
Falguni,Hertweck,1955-09-25
Alair,Molenkamp,1952-08-03
Waiman,Nilsson,1953-01-17
Udaiprakash,Senzako,1954-10-02
Nobuyoshi,Wursthorn,1955-09-25
Richara,Rosca,1953-07-24
Richard,Diderrich,1953-07-25
Gift,Wossner,1954-12-28
Huai,Middleton,1955-11-14
Freyja,Awdeh,1955-02-03
Prasadram,Cunliffe,1955-04-11
Yishay,Kushnir,1952-06-30
Kamran,Grospietsch,1953-01-23
Anwar,Chorvat,1955-11-08
Filipp,Wielonsky,1953-12-08
Roddy,Marzano,1955-06-25
Yuriy,Miara,1955-04-16
Demin,Basawa,1954-06-28
Yuriy,Harbusch,1952-02-21
Vasilii,Munro,1953-12-08
Etsuo,Perfilyeva,1955-08-02
Conor,Wegerle,1953-03-24
Gor,Jording,1953-03-30
Shridhar,Neiman,1955-06-13
Fox,Jarecki,1952-11-16
Khalid,Lanzelotte,1954-03-10
Denny,Sessa,1955-05-13
Heon,Macedo,1953-03-23
Baruch,Fiebach,1955-12-29
Falguni,Camurati,1952-11-27
Sahrah,Schach,1952-09-14
Ugo,Birdsall,1952-12-21
Pranay,Kilgour,1953-02-04
Tomofumi,Bellone,1955-05-29
Fumitaka,Pehl,1955-11-18
Masato,Zhang,1955-08-23
Bangqing,Marchegay,1952-12-02
Neelam,Uhrig,1955-03-21
Tokuyasu,Breugel,1952-05-03
Pranay,Negoita,1954-09-11
Masaru,Falby,1954-01-02
Badri,Benantar,1955-11-27
Filipe,Schusler,1953-09-24
Bokyung,Acton,1953-11-10
Fumiko,Anido,1953-10-27
Sanjoy,Jiang,1954-03-14
Greger,Segond,1955-03-20
Khalil,Zirintsis,1953-05-16
Masako,Rosenbaum,1955-11-01
Shen,Ressouche,1955-03-03
Jahangir,Asmuth,1954-11-29
Maha,Mamelak,1954-04-10
Lorien,Gecseg,1953-11-03
Arch,Hebden,1953-07-27
Mayuri,Chappelet,1954-06-11
Mario,Kumaresan,1953-04-07
Paraskevi,Rabehasaina,1952-08-09
Cordelia,Hebert,1955-08-06
Aluzio,Acton,1954-12-15
Fen,Candan,1955-04-08
Freyja,Ducloy,1952-02-16
Subhada,Pellegrinelli,1955-08-09
Nimmagadda,Luiz,1953-10-29
Shigeaki,Driscoll,1954-07-12
Berto,Bennis,1955-12-26
Deniz,Kroll,1955-04-03
Filipp,Akaboshi,1955-06-30
Make,Ferretti,1955-06-25
Teunis,Oskamp,1953-05-15
Toney,Jayawardene,1953-02-11
Shaz,Marsiglia,1954-12-10
Gopalakrishnan,Merlo,1955-02-21
Barton,Buchter,1952-08-24
Ohad,Randt,1952-11-07
Mohit,Gewali,1953-08-28
Ebru,Standera,1955-06-02
Visit,Sigstam,1953-11-13
Alagu,Glinert,1954-04-01
Ashish,Lowrie,1952-07-31
Emran,Joslin,1955-03-25
Atreye,Heyers,1953-01-14
Holgard,Hanratty,1953-01-22
Nitsan,Sudkamp,1955-02-09
Yaghout,Furedi,1955-08-08
Ashish,Douceur,1954-03-24
Khatoun,Perly,1952-03-27
Evgueni,Bardell,1954-12-05
Janalee,Jakobus,1955-05-29
Zorica,Baca,1952-12-14
Fei,Jansen,1953-03-14
Freyja,Jonsson,1953-09-22
Shuichi,Cappelli,1955-05-22
Vitali,Oxman,1953-11-23
Pramod,Emden,1953-08-18
Fox,Hiyoshi,1954-06-26
Yuuichi,Knightly,1953-01-12
Peer,Farrag,1954-02-07
Alassane,Lamparter,1953-08-25
Itzchak,Demir,1954-05-14
Christ,Foong,1955-07-11
Maik,Selenyi,1953-10-29
Tommaso,Walstra,1955-02-14
Akhilish,Braunmuhl,1954-02-13
Stafford,Pesch,1954-09-22
Chenyi,Koprowski,1954-03-12
Szabolcs,Narwekar,1954-07-21
Yurii,Kinley,1955-02-13
Yishai,Birjandi,1955-06-30
Vidya,Gonthier,1952-11-07
Hatim,Montresor,1955-04-20
Kwan,Highland,1955-06-13
Sungwon,Ratnaker,1953-09-09
Vojin,Businaro,1953-04-18
Shigehito,Thombley,1954-10-22
Sajjan,Papsdorf,1952-02-22
Arra,Bratsberg,1952-09-20
DeForest,Silva,1953-09-12
Theirry,Deyuan,1955-09-13
Sumant,Beidas,1954-05-25
Moss,Magalhaes,1952-04-18
Shaz,Wynblatt,1954-02-15
Kristinn,Varman,1954-11-24
Duke,Kakkad,1953-04-12
Sanjoy,Lorcy,1955-04-19
Chiranjit,Kornatzky,1952-08-04
Duro,Wossner,1953-06-09
Elliott,Isard,1955-10-30
Yinghua,Picel,1952-08-26
Mitchel,Vandervoorde,1952-07-15
Kaijung,Panangaden,1954-05-17
Jinpo,Luce,1952-05-06
Luigi,Giaccio,1955-01-09
Sanjeeva,Lunn,1955-02-20
Horward,Onuegbe,1952-12-31
Sadegh,Cannard,1952-03-23
Masasuke,Brizzi,1955-08-25
Aria,Meszaros,1955-05-31
Chirstian,Cannard,1954-01-07
Martina,Zucker,1953-01-14
Kazunori,Passino,1953-02-07
Shem,Pileggi,1955-01-14
Angus,Linares,1954-02-15
Martine,Murtafg,1954-03-17
Mario,Katiyar,1955-02-28
Valter,Peot,1955-03-08
Pragnesh,Orlowska,1954-05-27
Arne,Rathonyi,1954-11-30
Ziva,Marwedel,1955-02-14
Fox,Perz,1952-08-09
Aloys,Heping,1954-10-12
Nimmagadda,Bael,1955-09-16
Nitsan,Polupanov,1952-12-15
Shigehiro,Gecsei,1954-02-21
Marlo,Peltason,1955-08-23
Francoise,Wynblatt,1954-04-19
Susumu,Lorin,1952-03-18
Hsiangchu,Bratten,1954-08-16
Geraldo,McFarlan,1955-12-12
Sanjoy,Oberman,1953-01-08
Sanjay,Demian,1953-10-25
Bernardo,Denny,1955-01-12
Sanjiv,Casperson,1955-08-01
Sverrir,Renear,1955-04-09
Hongzue,Gyimothy,1955-05-03
Shrikanth,Weedman,1952-05-24
Teruyuki,Ouhyoung,1955-09-12
Uriel,Yetim,1953-02-02
Masadi,Iisaka,1954-12-21
Arve,Tagansky,1955-03-28
Marl,Range,1955-07-06
Chinya,Tsunoo,1955-09-17
Youjian,Winter,1953-02-09
Duri,Burnard,1954-03-11
Ramachenga,Stifter,1954-06-19
Saeed,Stemann,1954-12-14
Bouchung,Zedlitz,1955-11-01
Clyde,Schauser,1954-10-08
Takushi,Piveteau,1955-08-17
Huican,Schwabacher,1954-02-04
Valter,Thummel,1952-09-01
Shaz,Hedayat,1955-07-17
Pragnesh,Birnbaum,1952-03-22
Gilbert,Irland,1952-10-30
Kayoko,Unno,1953-09-15
Radhika,Callaway,1955-03-14
Almudena,Takanami,1954-07-04
Taiji,Rosch,1952-11-10
Susanta,Brookman,1953-12-30
Quingbo,Cardazo,1954-09-23
Josyula,Tzvieli,1953-05-17
Yannik,Eickenmeyer,1952-12-25
Mara,Belinskaya,1952-08-05
Fun,Birsak,1955-04-02
Yuuichi,Furudate,1953-06-30
Elrique,Emmart,1955-12-23
Claude,Mayerwieser,1955-05-01
Koldo,Ranum,1954-02-24
Houman,Tagansky,1953-09-17
Slavian,Penttonen,1953-02-16
Susanta,Cooman,1953-05-27
Arun,Lagarias,1955-05-15
Shaunak,Docker,1953-07-07
Karoline,Pehl,1954-02-21
Ramzi,Crouzet,1952-05-26
Ramachenga,Eugenio,1954-07-02
Nalini,Bazzichi,1954-10-08
Lijie,Rousseau,1955-06-29
Marit,Bhattacharjee,1952-05-13
Arfst,Suessmith,1953-06-25
Kristinn,Bahl,1952-03-12
Giao,Aingworth,1954-04-23
Limsoon,Barinka,1954-11-19
Leif,Coors,1955-12-25
Kamakshi,Szemeredi,1955-02-03
Indrajit,Shackel,1955-04-29
Mang,Lamparter,1955-06-10
Uzi,Trystram,1952-08-15
Elvis,Isard,1954-08-07
Byong,Kadhim,1952-08-15
Naraig,Baaz,1955-08-16
Babette,Feinberg,1952-05-26
Miyeon,Diderrich,1954-02-05
Akhilish,Kakkar,1954-07-15
Cristinel,Beilner,1955-06-24
Chaoyi,Koprowski,1954-02-19
Adam,Keirsey,1955-12-18
Divine,Denny,1953-06-21
Xiaopeng,Hatcliff,1955-06-19
Mohd,Baaz,1953-06-04
Carrsten,Waleschkowski,1954-09-20
Kellyn,Broomell,1953-06-30
Percy,Tischendorf,1952-02-02
Shuzo,Hasenauer,1953-07-02
Marsja,Caine,1953-01-01
Bartek,Litzler,1954-01-18
Soenke,Christ,1954-02-07
Teiji,Siprelle,1954-03-31
Teunis,Feldmann,1954-07-19
Hugo,Ellozy,1954-04-13
Theron,Riefers,1952-04-10
Lalit,Tyugu,1955-02-26
Uli,Bazelow,1953-08-06
Mariangiola,Fritzsche,1954-08-26
Pantung,Gihr,1955-04-09
Otilia,Bahr,1955-01-06
Radhia,Radwan,1955-12-18
Tsvetan,Vakili,1952-07-14
Kotesh,Simmel,1952-02-25
Manibrata,Swiler,1953-06-20
Bernice,Kumaresan,1953-03-31
Anwar,Reinhard,1954-04-28
Lucian,Maquelin,1954-01-26
Yishay,Demir,1955-04-28
Fumitaka,Azuma,1955-07-13
Huan,Kroon,1952-06-27
Demos,Tasistro,1952-03-08
Sham,Snyers,1954-02-08
Maria,Daescu,1952-03-03
Godehard,Kitai,1952-02-22
Subbu,Marciano,1953-06-09
Roddy,Karnin,1952-08-11
Lidong,Mattern,1955-04-28
Kwok,Gien,1953-09-26
Kristina,Setlzner,1954-01-05
Hisao,Emmart,1954-07-27
Tremaine,Demri,1952-09-02
Joydip,Orlowski,1953-03-29
Hisao,Heijenga,1954-09-12
Abdelghani,Clouatre,1952-04-16
Shugo,Ghazalie,1952-08-25
Shuji,Restivo,1952-11-07
Limsoon,Suppi,1955-12-04
Xianlong,Vigier,1955-07-26
Duke,Vandervoorde,1955-11-15
Eishiro,Dusink,1953-02-06
Ger,Akiyama,1955-12-25
Yonghong,Akazan,1953-09-30
Moheb,Cromarty,1952-09-04
Sangeeta,Lubachevsky,1952-07-20
Aimee,Ginesta,1952-11-28
Tran,Tanemo,1953-02-22
Fumiya,Herber,1955-09-25
Masanao,Iwayama,1955-02-18
Jeane,Sidhu,1955-02-12
Pohua,Munck,1954-11-24
Jordanka,Beeson,1953-07-31
Roselyn,Angel,1952-07-01
Sandeepan,Krupka,1952-09-03
Constantijn,Vendrig,1953-09-11
Sarita,Koyama,1954-10-28
Rimon,Rubsam,1955-12-16
Oscar,Mondadori,1954-09-04
Mary,Pelz,1953-12-12
Ishfaq,Chandrasekhar,1953-07-10
Amabile,Yetim,1953-03-13
Rimli,Trachtenberg,1954-10-17
Zengping,Egerstedt,1952-05-05
Gererd,Swen,1953-04-25
Jaewoo,Gilg,1954-02-18
Aran,Maquelin,1952-05-10
Behnaam,Solares,1953-02-25
Yishay,Pepe,1955-02-04
Luise,Prampolini,1954-01-11
Giordano,Shihab,1955-05-18
Giao,Dredge,1955-01-02
Harngdar,Oxenboll,1953-11-15
Qunsheng,Guardalben,1952-11-04
Mitchel,Encarnacion,1952-02-10
Perla,Journel,1955-08-28
Guadalupe,Reeker,1955-09-16
Izaskun,Staudhammer,1952-08-06
Alselm,Millington,1953-10-21
Alois,Sridhar,1954-01-05
Jouko,Weisert,1952-12-14
Kazunori,Kopetz,1954-07-11
Yinlin,Bhattacharjee,1953-10-05
Stella,Simmen,1955-01-01
Zorica,Akazan,1952-03-28
Kish,Ritcey,1955-01-14
Duke,Kilgore,1952-07-07
Uta,Sommen,1953-12-04
Taegyun,Serre,1953-01-10
Jamaludin,Ratnaker,1954-10-16
Manibrata,Lanphier,1955-07-05
Mountaz,Bratten,1952-08-11
Gao,Jiafu,1954-07-21
Kinh,Ventosa,1952-03-05
Jeanna,Azulay,1954-10-19
Gor,Karnin,1953-09-04
Karoline,Uchoa,1954-10-28
Harjit,Perin,1953-05-22
Toshimo,Jullig,1955-08-15
Masaki,Bain,1953-04-01
Jungsoon,Narahara,1953-04-19
Hongzue,Ratnakar,1953-12-21
Boutros,Velardi,1955-07-23
Rafail,Molenaar,1955-03-07
Kokou,Alpin,1952-03-05
Patricia,Shrader,1953-06-21
Lijie,Ghelli,1954-04-19
Srinidhi,Kieras,1954-06-11
Suzette,Fasbender,1955-05-25
Visit,Bauknecht,1955-01-11
Yakkov,Ratnakar,1954-05-09
Shrikanth,Bernatsky,1955-12-22
Moie,Pintelas,1954-12-16
Gino,Erman,1955-04-10
Claudi,Morris,1954-05-16
Munenori,Farrel,1952-08-15
Boutros,Hennings,1952-07-08
Harngdar,Hofmeyr,1954-02-01
Arvin,Munawer,1955-03-02
Angus,Scallan,1955-07-16
Mohd,Pehl,1954-10-01
Valdiodio,Eugenio,1955-09-04
Filipp,Vieri,1953-11-16
Apostol,Shokrollahi,1952-04-18
Weidon,Paludetto,1955-12-13
Basil,Gelosh,1955-11-23
True,Billingsley,1952-07-23
Supot,Dredge,1952-06-28
Muzhong,Hiltgen,1954-03-10
Bedrich,Heyers,1953-03-18
Karsten,Krzyzanowski,1955-12-31
Kirk,Hasham,1954-01-06
Perry,Goldhammer,1953-01-21
Charlene,Wiegley,1952-09-14
Adit,Alvarado,1953-01-19
Shahaf,Unni,1955-07-25
Shahid,Tanemo,1952-03-30
Tianruo,Maginnis,1954-08-13
Arra,Azadmanesh,1954-12-03
Demos,Kleiser,1953-08-18
Visit,Awdeh,1953-11-04
Hongzhu,Murtha,1952-09-05
Marjo,Kusakabe,1952-07-02
Elvia,Ashish,1954-12-14
Jeane,Negoita,1954-03-30
Weidon,Flasterstein,1953-06-24
Ramzi,Hopewell,1953-03-26
Fumiko,Scallan,1952-10-25
Khun,Siochi,1954-06-30
Kauko,Bain,1955-06-14
Heping,Marshall,1953-07-23
Duri,Siegrist,1953-10-31
Zito,Litecky,1954-11-11
Shigeu,Binkley,1955-02-02
Jovan,Tetzlaff,1953-12-28
Doowon,Seuren,1953-04-11
Moss,Lichtman,1954-07-24
Tomoyuki,Jonsson,1954-02-23
Masamitsu,Francisci,1952-12-14
Nadjib,Kalefeld,1955-10-03
Yucel,Nyanchama,1954-12-09
Kwee,Sundgren,1952-08-02
Kristine,Roison,1953-07-19
Maris,Kalloufi,1954-03-19
Parke,Aloia,1954-07-09
Toshimi,Peral,1952-12-27
Aksel,Brookner,1955-01-05
Fumitake,Dehkordi,1955-01-11
Kazuhito,Fritzsche,1952-06-24
Sreenivas,Conta,1952-10-22
Kristina,Krupka,1952-06-10
Shigeichiro,Schapiro,1954-03-20
Shai,Zwicker,1953-04-28
Kellie,Heinisuo,1955-11-11
Menkae,Lichtman,1952-03-23
Mona,DiGiano,1953-02-09
Masato,Perin,1953-06-27
Jamaludin,Bratsberg,1953-01-05
Sanjiv,Danley,1952-06-21
Khosrow,Kilgour,1952-06-04
Sreekrishna,Rosch,1952-09-11
Shir,Heping,1952-12-09
Bogdan,Gist,1954-02-18
Murthy,Shinomoto,1954-10-20
Randi,Jakobus,1952-06-21
